SAMPLE_ID	GENE	REGIONS	MUTTYPES	DEPTH	N_MUTS	N_MUTATED	MUTDENSITY_MB
P19_0015_BTR_01	NOTCH2	protein_affecting	SNV	30937722	67.0	75.0	2.16564102554157
P19_0015_BTR_01	PIK3CA	protein_affecting	SNV	1418378	0.0	0.0	0.0
P19_0015_BTR_01	RB1	protein_affecting	SNV	12422892	7.0	7.0	0.5634758798514872
P19_0015_BTR_01	RBM10	protein_affecting	SNV	8913066	62.0	72.0	6.956079984149113
P19_0015_BTR_01	STAG2	protein_affecting	SNV	9608470	61.0	89.0	6.348565380336307
P19_0015_BTR_01	TERTpromoter	protein_affecting	SNV	27531	1.0	1.0	36.32269078493334
P19_0015_BTR_01	TP53	protein_affecting	SNV	6555208	25.0	27.0	3.813761516034274
P19_0019_BTR_01	ALL_GENES	non_protein_affecting	SNV	347164306	88.0	99.0	0.2534822805199334
P19_0019_BTR_01	ARID1A	non_protein_affecting	SNV	25544437	5.0	5.0	0.1957373341209281
P19_0019_BTR_01	CDKN1A	non_protein_affecting	SNV	2621004	1.0	1.0	0.3815331834670988
P19_0019_BTR_01	CREBBP	non_protein_affecting	SNV	37105183	8.0	8.0	0.2156033026437304
P19_0019_BTR_01	EP300	non_protein_affecting	SNV	36117672	3.0	3.0	0.0830618318921551
P19_0019_BTR_01	FGFR3	non_protein_affecting	SNV	3858152	1.0	1.0	0.2591914470969521
P19_0019_BTR_01	FOXQ1	non_protein_affecting	SNV	1883902	2.0	2.0	1.061626347867352
P19_0019_BTR_01	KDM6A	non_protein_affecting	SNV	30414923	3.0	3.0	0.0986357913843806
P19_0019_BTR_01	KMT2C	non_protein_affecting	SNV	17995665	2.0	2.0	0.1111378768164444
P19_0019_BTR_01	KMT2D	non_protein_affecting	SNV	59476547	27.0	28.0	0.4539604493179471
P19_0019_BTR_01	NOTCH2	non_protein_affecting	SNV	36180213	11.0	11.0	0.3040335887464234
P19_0019_BTR_01	PIK3CA	non_protein_affecting	SNV	1493014	0.0	0.0	0.0
P19_0019_BTR_01	RB1	non_protein_affecting	SNV	25718261	5.0	14.0	0.1944143890599757
P19_0019_BTR_01	RBM10	non_protein_affecting	SNV	21017914	6.0	7.0	0.2854707655574192
P19_0019_BTR_01	STAG2	non_protein_affecting	SNV	37128854	13.0	13.0	0.3501320024582498
P19_0019_BTR_01	TERTpromoter	non_protein_affecting	SNV	348843	0.0	0.0	0.0
P19_0019_BTR_01	TP53	non_protein_affecting	SNV	10259722	1.0	1.0	0.0974685278996838
P19_0034_BDO_01	ALL_GENES	non_protein_affecting	SNV	325772166	101.0	110.0	0.310032625684786
P19_0034_BDO_01	ARID1A	non_protein_affecting	SNV	27622836	6.0	6.0	0.2172115853708866
P19_0034_BDO_01	CDKN1A	non_protein_affecting	SNV	3717913	2.0	2.0	0.5379362023802063
P19_0034_BDO_01	CREBBP	non_protein_affecting	SNV	42836590	8.0	8.0	0.1867562287287573
P19_0034_BDO_01	EP300	non_protein_affecting	SNV	40588980	11.0	11.0	0.2710095203180764
P19_0034_BDO_01	FGFR3	non_protein_affecting	SNV	5913946	6.0	6.0	1.0145510290421995
P19_0034_BDO_01	FOXQ1	non_protein_affecting	SNV	3165958	2.0	2.0	0.6317203197262883
P19_0034_BDO_01	KDM6A	non_protein_affecting	SNV	14809913	9.0	10.0	0.6077010715728041
P19_0034_BDO_01	KMT2C	non_protein_affecting	SNV	17105293	4.0	4.0	0.2338457458752679
P19_0034_BDO_01	KMT2D	non_protein_affecting	SNV	69252425	28.0	32.0	0.4043179715367367
P19_0034_BDO_01	NOTCH2	non_protein_affecting	SNV	32461407	8.0	8.0	0.2464464956802396
P19_0034_BDO_01	PIK3CA	non_protein_affecting	SNV	1384713	0.0	0.0	0.0
P19_0034_BDO_01	RB1	non_protein_affecting	SNV	23709961	2.0	2.0	0.0843527325920105
P19_0034_BDO_01	RBM10	non_protein_affecting	SNV	13019131	4.0	4.0	0.3072401683338158
P19_0034_BDO_01	STAG2	non_protein_affecting	SNV	16723682	4.0	8.0	0.2391817782710769
P19_0034_BDO_01	TERTpromoter	non_protein_affecting	SNV	688030	1.0	1.0	1.4534249960030812
P19_0034_BDO_01	TP53	non_protein_affecting	SNV	12771388	6.0	6.0	0.469800150148128
P19_0025_BTR_01	ALL_GENES	non_protein_affecting	SNV	281396581	109.0	112.0	0.3873536757719171
P19_0025_BTR_01	ARID1A	non_protein_affecting	SNV	20255069	2.0	2.0	0.0987407152254085
P19_0025_BTR_01	CDKN1A	non_protein_affecting	SNV	1903458	0.0	0.0	0.0
P19_0025_BTR_01	CREBBP	non_protein_affecting	SNV	29033338	9.0	12.0	0.3099884691178121
P19_0025_BTR_01	EP300	non_protein_affecting	SNV	27401401	4.0	4.0	0.1459779374054633
P19_0025_BTR_01	FGFR3	non_protein_affecting	SNV	3545813	1.0	1.0	0.2820227688262184
P19_0025_BTR_01	FOXQ1	non_protein_affecting	SNV	1282120	1.0	1.0	0.7799581942407887
P19_0025_BTR_01	KDM6A	non_protein_affecting	SNV	22160455	3.0	3.0	0.1353762817595577
P19_0025_BTR_01	KMT2C	non_protein_affecting	SNV	14792649	4.0	4.0	0.2704045773005227
P19_0025_BTR_01	KMT2D	non_protein_affecting	SNV	53270532	24.0	24.0	0.4505305109398945
P19_0025_BTR_01	NOTCH2	non_protein_affecting	SNV	25221924	3.0	3.0	0.1189441376478654
P19_0025_BTR_01	PIK3CA	non_protein_affecting	SNV	1122457	1.0	1.0	0.890902725004165
P19_0025_BTR_01	RB1	non_protein_affecting	SNV	17691742	7.0	7.0	0.3956648248657481
P19_0025_BTR_01	RBM10	non_protein_affecting	SNV	22823623	13.0	13.0	0.5695852932726764
P19_0025_BTR_01	STAG2	non_protein_affecting	SNV	31502035	34.0	34.0	1.0792953534589114
P19_0025_BTR_01	TERTpromoter	non_protein_affecting	SNV	284659	0.0	0.0	0.0
P19_0025_BTR_01	TP53	non_protein_affecting	SNV	9105306	3.0	3.0	0.3294782185244516
P19_0041_BDO_01	ALL_GENES	non_protein_affecting	SNV	328395705	77.0	86.0	0.2344732249162637
P19_0041_BDO_01	ARID1A	non_protein_affecting	SNV	23790944	2.0	2.0	0.084065600759684
P19_0041_BDO_01	CDKN1A	non_protein_affecting	SNV	2904969	1.0	1.0	0.3442377526231777
P19_0041_BDO_01	CREBBP	non_protein_affecting	SNV	36620565	6.0	9.0	0.1638423656216118
P19_0041_BDO_01	EP300	non_protein_affecting	SNV	33334657	6.0	6.0	0.1799928524838278
P19_0041_BDO_01	FGFR3	non_protein_affecting	SNV	4156447	0.0	0.0	0.0
P19_0041_BDO_01	FOXQ1	non_protein_affecting	SNV	2743428	1.0	1.0	0.3645074702160946
P19_0041_BDO_01	KDM6A	non_protein_affecting	SNV	30357775	5.0	5.0	0.1647024526665738
P19_0041_BDO_01	KMT2C	non_protein_affecting	SNV	16804335	3.0	3.0	0.1785253626519585
P19_0041_BDO_01	KMT2D	non_protein_affecting	SNV	53538333	9.0	9.0	0.1681038518700236
P19_0041_BDO_01	NOTCH2	non_protein_affecting	SNV	31386452	6.0	7.0	0.1911652836708016
P19_0041_BDO_01	PIK3CA	non_protein_affecting	SNV	1342794	0.0	0.0	0.0
P19_0041_BDO_01	RB1	non_protein_affecting	SNV	22838931	2.0	4.0	0.0875697728584582
P19_0041_BDO_01	RBM10	non_protein_affecting	SNV	22845819	19.0	20.0	0.8316620209588459
P19_0041_BDO_01	STAG2	non_protein_affecting	SNV	34995887	14.0	16.0	0.4000470112387778
P19_0041_BDO_01	TERTpromoter	non_protein_affecting	SNV	543380	0.0	0.0	0.0
P19_0041_BDO_01	TP53	non_protein_affecting	SNV	10190989	3.0	3.0	0.2943777095628304
P19_0047_BDO_01	ALL_GENES	non_protein_affecting	SNV	496255318	72.0	76.0	0.145086606406906
P19_0047_BDO_01	ARID1A	non_protein_affecting	SNV	52040542	7.0	7.0	0.1345105129765943
P19_0047_BDO_01	CDKN1A	non_protein_affecting	SNV	6953736	2.0	2.0	0.2876151754970277
P19_0047_BDO_01	CREBBP	non_protein_affecting	SNV	54640844	16.0	16.0	0.2928212455869093
P19_0047_BDO_01	EP300	non_protein_affecting	SNV	64038175	9.0	9.0	0.1405411693884155
P19_0047_BDO_01	FGFR3	non_protein_affecting	SNV	11083731	1.0	1.0	0.0902223267598248
P19_0047_BDO_01	FOXQ1	non_protein_affecting	SNV	5663695	0.0	0.0	0.0
P19_0047_BDO_01	KDM6A	non_protein_affecting	SNV	22142207	2.0	2.0	0.0903252327105423
P19_0047_BDO_01	KMT2C	non_protein_affecting	SNV	25890908	5.0	5.0	0.1931179856650836
P19_0047_BDO_01	KMT2D	non_protein_affecting	SNV	101434984	10.0	10.0	0.098585316482132
P19_0047_BDO_01	NOTCH2	non_protein_affecting	SNV	46212737	7.0	7.0	0.1514733914158774
P19_0047_BDO_01	PIK3CA	non_protein_affecting	SNV	2066756	0.0	0.0	0.0
P19_0047_BDO_01	RB1	non_protein_affecting	SNV	35522078	1.0	1.0	0.0281515062266346
P19_0047_BDO_01	RBM10	non_protein_affecting	SNV	19265572	5.0	5.0	0.2595303165667751
P19_0047_BDO_01	STAG2	non_protein_affecting	SNV	27253522	5.0	9.0	0.1834625264213557
P19_0047_BDO_01	TERTpromoter	non_protein_affecting	SNV	668325	0.0	0.0	0.0
P19_0047_BDO_01	TP53	non_protein_affecting	SNV	21377506	2.0	2.0	0.0935562829452603
P19_0050_BTR_01	ALL_GENES	protein_affecting	SNV	478051741	784.0	1114.0	1.6399898436935094
P19_0050_BTR_01	ARID1A	protein_affecting	SNV	65387330	95.0	130.0	1.452880856275979
P19_0050_BTR_01	CDKN1A	protein_affecting	SNV	2374652	9.0	10.0	3.7900290232000313
P19_0050_BTR_01	CREBBP	protein_affecting	SNV	40302912	30.0	36.0	0.7443630872131521
P19_0050_BTR_01	EP300	protein_affecting	SNV	59221324	55.0	70.0	0.9287195267704584
P19_0050_BTR_01	FGFR3	protein_affecting	SNV	3227501	2.0	4.0	0.6196744787995419
P19_0050_BTR_01	FOXQ1	protein_affecting	SNV	2966461	26.0	35.0	8.764652560744942
P19_0050_BTR_01	KDM6A	protein_affecting	SNV	17395100	60.0	98.0	3.449247201798207
P19_0050_BTR_01	KMT2C	protein_affecting	SNV	42668129	11.0	11.0	0.2578036641822284
P19_0050_BTR_01	KMT2D	protein_affecting	SNV	128915028	279.0	374.0	2.1642162618930665
P19_0050_BTR_01	NOTCH2	protein_affecting	SNV	50578388	26.0	28.0	0.5140535518846507
P19_0050_BTR_01	PIK3CA	protein_affecting	SNV	2583568	1.0	1.0	0.3870616140159655
P19_0050_BTR_01	RB1	protein_affecting	SNV	21746552	9.0	10.0	0.4138587119466111
P19_0050_BTR_01	RBM10	protein_affecting	SNV	13886373	147.0	265.0	10.585917575453289
P19_0050_BTR_01	STAG2	protein_affecting	SNV	17462773	24.0	31.0	1.3743521719030534
P19_0050_BTR_01	TERTpromoter	protein_affecting	SNV	54995	0.0	0.0	0.0
P19_0050_BTR_01	TP53	protein_affecting	SNV	9280655	10.0	11.0	1.0775101541863157
P19_0031_BTR_01	ALL_GENES	protein_affecting	SNV	289009746	161.0	183.0	0.5570746392753136
P19_0031_BTR_01	ARID1A	protein_affecting	SNV	33972346	24.0	24.0	0.7064569517807219
P19_0031_BTR_01	CDKN1A	protein_affecting	SNV	10244724	18.0	27.0	1.757001945586821
P19_0031_BTR_01	CREBBP	protein_affecting	SNV	27854952	3.0	3.0	0.1077007779442592
P19_0031_BTR_01	EP300	protein_affecting	SNV	28543346	15.0	15.0	0.5255165249371955
P19_0031_BTR_01	FGFR3	protein_affecting	SNV	13183870	4.0	11.0	0.3034010499193332
P19_0031_BTR_01	FOXQ1	protein_affecting	SNV	21880261	21.0	22.0	0.9597691727717508
P19_0031_BTR_01	KDM6A	protein_affecting	SNV	11323409	8.0	8.0	0.7065010192601893
P19_0031_BTR_01	KMT2C	protein_affecting	SNV	14696146	1.0	1.0	0.0680450507228221
P19_0031_BTR_01	KMT2D	protein_affecting	SNV	72839905	28.0	28.0	0.3844046748825386
P19_0031_BTR_01	NOTCH2	protein_affecting	SNV	23563862	14.0	14.0	0.594130113306554
P19_0031_BTR_01	PIK3CA	protein_affecting	SNV	637539	2.0	2.0	3.1370629875191947
P19_0031_BTR_01	RB1	protein_affecting	SNV	8784918	0.0	0.0	0.0
P19_0031_BTR_01	RBM10	protein_affecting	SNV	8893789	17.0	22.0	1.9114462913388208
P19_0031_BTR_01	STAG2	protein_affecting	SNV	6247619	5.0	5.0	0.8003048841486653
P19_0031_BTR_01	TERTpromoter	protein_affecting	SNV	104247	0.0	0.0	0.0
P19_0031_BTR_01	TP53	protein_affecting	SNV	6238813	1.0	1.0	0.1602869007293534
P19_0052_BDO_01	ALL_GENES	protein_affecting	SNV	538997527	112.0	404.0	0.2077931611734463
P19_0052_BDO_01	ARID1A	protein_affecting	SNV	58491721	2.0	2.0	0.0341928732102103
P19_0052_BDO_01	CDKN1A	protein_affecting	SNV	3896480	1.0	1.0	0.2566418921693426
P19_0052_BDO_01	CREBBP	protein_affecting	SNV	50599438	9.0	17.0	0.1778675881736077
P19_0052_BDO_01	EP300	protein_affecting	SNV	61658775	21.0	222.0	0.3405841261037055
P19_0052_BDO_01	FGFR3	protein_affecting	SNV	5400344	0.0	0.0	0.0
P19_0052_BDO_01	FOXQ1	protein_affecting	SNV	5835891	1.0	1.0	0.1713534402887237
P19_0052_BDO_01	KDM6A	protein_affecting	SNV	33840690	8.0	10.0	0.2364017991358923
P19_0052_BDO_01	KMT2C	protein_affecting	SNV	38047492	4.0	5.0	0.1051317653210887
P19_0052_BDO_01	KMT2D	protein_affecting	SNV	134653776	35.0	55.0	0.2599258709239613
P19_0052_BDO_01	NOTCH2	protein_affecting	SNV	51188381	16.0	47.0	0.3125709328450923
P19_0052_BDO_01	PIK3CA	protein_affecting	SNV	2395746	0.0	0.0	0.0
P19_0052_BDO_01	RB1	protein_affecting	SNV	22025417	0.0	0.0	0.0
P19_0052_BDO_01	RBM10	protein_affecting	SNV	28395851	2.0	2.0	0.0704328248517714
P19_0052_BDO_01	STAG2	protein_affecting	SNV	31977997	9.0	10.0	0.2814435188045079
P19_0052_BDO_01	TERTpromoter	protein_affecting	SNV	173162	1.0	29.0	5.7749390743927655
P19_0052_BDO_01	TP53	protein_affecting	SNV	10416366	3.0	3.0	0.2880083130719485
P19_0004_BDO_01	ALL_GENES	protein_affecting	SNV	456245316	647.0	828.0	1.418096750389433
P19_0004_BDO_01	ARID1A	protein_affecting	SNV	48118805	58.0	63.0	1.2053499666086886
P19_0004_BDO_01	CDKN1A	protein_affecting	SNV	5657410	11.0	21.0	1.9443526277925764
P19_0004_BDO_01	CREBBP	protein_affecting	SNV	50648866	22.0	23.0	0.4343631306572589
P19_0004_BDO_01	EP300	protein_affecting	SNV	50019796	34.0	38.0	0.6797308809496144
P19_0004_BDO_01	FGFR3	protein_affecting	SNV	11702383	4.0	5.0	0.3418107235081948
P19_0004_BDO_01	FOXQ1	protein_affecting	SNV	4545081	7.0	7.0	1.5401265676013254
P19_0004_BDO_01	KDM6A	protein_affecting	SNV	11545807	74.0	129.0	6.409253160043296
P19_0004_BDO_01	KMT2C	protein_affecting	SNV	27664854	13.0	13.0	0.4699103056896668
P19_0004_BDO_01	KMT2D	protein_affecting	SNV	144105435	273.0	339.0	1.8944462434744396
P19_0004_BDO_01	NOTCH2	protein_affecting	SNV	44281230	22.0	22.0	0.4968245010357662
P19_0004_BDO_01	PIK3CA	protein_affecting	SNV	1545487	4.0	5.0	2.5881809423178583
P19_0004_BDO_01	RB1	protein_affecting	SNV	15260763	6.0	6.0	0.3931651385975918
P19_0004_BDO_01	RBM10	protein_affecting	SNV	17355557	105.0	141.0	6.049935475997687
P19_0004_BDO_01	STAG2	protein_affecting	SNV	11295841	6.0	8.0	0.531168949704586
P19_0004_BDO_01	TERTpromoter	protein_affecting	SNV	50636	0.0	0.0	0.0
P19_0004_BDO_01	TP53	protein_affecting	SNV	12447365	8.0	8.0	0.6427063077205497
P19_0008_BDO_01	ALL_GENES	protein_affecting	SNV	273001717	491.0	531.0	1.7985234869420257
P19_0008_BDO_01	ARID1A	protein_affecting	SNV	32073324	57.0	59.0	1.7771778191745888
P19_0008_BDO_01	CDKN1A	protein_affecting	SNV	2006413	5.0	5.0	2.4920093719488463
P19_0008_BDO_01	CREBBP	protein_affecting	SNV	27335044	51.0	54.0	1.8657368907106937
P19_0008_BDO_01	EP300	protein_affecting	SNV	34063741	70.0	73.0	2.054971002744532
P19_0008_BDO_01	FGFR3	protein_affecting	SNV	2455471	6.0	6.0	2.4435230552509077
P19_0008_BDO_01	FOXQ1	protein_affecting	SNV	1776569	5.0	5.0	2.8144136253643963
P19_0008_BDO_01	KDM6A	protein_affecting	SNV	10022751	34.0	35.0	3.392282218724181
P19_0008_BDO_01	KMT2C	protein_affecting	SNV	24189101	20.0	21.0	0.8268186568818742
P19_0008_BDO_01	KMT2D	protein_affecting	SNV	69843289	111.0	122.0	1.589272234874277
P19_0008_BDO_01	NOTCH2	protein_affecting	SNV	30838072	42.0	42.0	1.3619528484141292
P19_0008_BDO_01	PIK3CA	protein_affecting	SNV	1466105	1.0	1.0	0.6820793872198785
P19_0008_BDO_01	RB1	protein_affecting	SNV	12863835	11.0	11.0	0.8551104705556313
P19_0008_BDO_01	RBM10	protein_affecting	SNV	7893455	38.0	43.0	4.81411498513642
P19_0008_BDO_01	STAG2	protein_affecting	SNV	10410743	27.0	33.0	2.5934748365222347
P19_0008_BDO_01	TERTpromoter	protein_affecting	SNV	47438	1.0	3.0	21.080146717821155
P19_0008_BDO_01	TP53	protein_affecting	SNV	5716366	12.0	18.0	2.0992357732167606
P19_0019_BDO_01	ALL_GENES	protein_affecting	SNV	237714560	323.0	365.0	1.3587724706471491
P19_0019_BDO_01	ARID1A	protein_affecting	SNV	20015251	18.0	18.0	0.8993142279354878
P19_0019_BDO_01	CDKN1A	protein_affecting	SNV	1591102	0.0	0.0	0.0
P19_0019_BDO_01	CREBBP	protein_affecting	SNV	25067247	16.0	18.0	0.6382830950682379
P19_0019_BDO_01	EP300	protein_affecting	SNV	26782281	20.0	21.0	0.7467623836819575
P19_0019_BDO_01	FGFR3	protein_affecting	SNV	2976423	0.0	0.0	0.0
P19_0019_BDO_01	FOXQ1	protein_affecting	SNV	1295755	0.0	0.0	0.0
P19_0019_BDO_01	KDM6A	protein_affecting	SNV	14678140	32.0	40.0	2.18011273908002
P19_0019_BDO_01	KMT2C	protein_affecting	SNV	16490899	6.0	6.0	0.3638370473313795
P19_0019_BDO_01	KMT2D	protein_affecting	SNV	57817187	173.0	200.0	2.9921898483231293
P19_0019_BDO_01	NOTCH2	protein_affecting	SNV	25479643	17.0	18.0	0.6671993010263134
P19_0019_BDO_01	PIK3CA	protein_affecting	SNV	1277612	0.0	0.0	0.0
P19_0019_BDO_01	RB1	protein_affecting	SNV	11389318	2.0	2.0	0.1756031397138968
P19_0019_BDO_01	RBM10	protein_affecting	SNV	11182537	16.0	19.0	1.430802330455066
P19_0019_BDO_01	STAG2	protein_affecting	SNV	16993836	19.0	19.0	1.118052451488881
P19_0019_BDO_01	TERTpromoter	protein_affecting	SNV	18381	0.0	0.0	0.0
P19_0019_BDO_01	TP53	protein_affecting	SNV	4658948	4.0	4.0	0.8585629202128893
P19_0013_BTR_01	ALL_GENES	protein_affecting	SNV	214303235	59.0	61.0	0.2753108230027418
P19_0013_BTR_01	ARID1A	protein_affecting	SNV	21597979	3.0	3.0	0.1389018852180567
P19_0013_BTR_01	CDKN1A	protein_affecting	SNV	1684195	1.0	1.0	0.593755473683273
P19_0013_BTR_01	CREBBP	protein_affecting	SNV	18779362	4.0	4.0	0.2129997813557244
P19_0013_BTR_01	EP300	protein_affecting	SNV	24554437	5.0	5.0	0.203629185226279
P19_0013_BTR_01	FGFR3	protein_affecting	SNV	1862614	0.0	0.0	0.0
P19_0013_BTR_01	FOXQ1	protein_affecting	SNV	1410767	0.0	0.0	0.0
P19_0013_BTR_01	KDM6A	protein_affecting	SNV	13814896	5.0	5.0	0.3619281679717314
P19_0013_BTR_01	KMT2C	protein_affecting	SNV	16868973	1.0	1.0	0.059280431594739
P19_0013_BTR_01	KMT2D	protein_affecting	SNV	52285206	17.0	17.0	0.3251397728068624
P19_0013_BTR_01	NOTCH2	protein_affecting	SNV	21307583	5.0	5.0	0.2346582434995091
P19_0013_BTR_01	PIK3CA	protein_affecting	SNV	1183142	1.0	1.0	0.8452070841876969
P19_0013_BTR_01	RB1	protein_affecting	SNV	10390897	8.0	8.0	0.7699046578943088
P19_0013_BTR_01	RBM10	protein_affecting	SNV	9764841	5.0	5.0	0.5120411074793743
P19_0013_BTR_01	STAG2	protein_affecting	SNV	14775813	3.0	5.0	0.2030345132278
P19_0013_BTR_01	TERTpromoter	protein_affecting	SNV	10052	0.0	0.0	0.0
P19_0013_BTR_01	TP53	protein_affecting	SNV	4012478	1.0	1.0	0.2492225502544811
P19_0012_BDO_01	ALL_GENES	protein_affecting	SNV	322250305	465.0	517.0	1.4429776877945857
P19_0012_BDO_01	ARID1A	protein_affecting	SNV	35946302	26.0	27.0	0.7233011061888925
P19_0012_BDO_01	CDKN1A	protein_affecting	SNV	2299175	5.0	6.0	2.174693096436765
P19_0012_BDO_01	CREBBP	protein_affecting	SNV	26138773	33.0	36.0	1.2624923136216073
P19_0012_BDO_01	EP300	protein_affecting	SNV	35353332	48.0	56.0	1.357722095331778
P19_0012_BDO_01	FGFR3	protein_affecting	SNV	2685869	1.0	1.0	0.372318977582302
P19_0012_BDO_01	FOXQ1	protein_affecting	SNV	2090855	5.0	5.0	2.391366211430252
P19_0012_BDO_01	KDM6A	protein_affecting	SNV	20519517	69.0	80.0	3.362652249563184
P19_0012_BDO_01	KMT2C	protein_affecting	SNV	26433195	13.0	13.0	0.4918058524518129
P19_0012_BDO_01	KMT2D	protein_affecting	SNV	77479237	143.0	153.0	1.8456557593616985
P19_0012_BDO_01	NOTCH2	protein_affecting	SNV	33717333	35.0	37.0	1.0380417691992423
P19_0012_BDO_01	PIK3CA	protein_affecting	SNV	1650404	0.0	0.0	0.0
P19_0012_BDO_01	RB1	protein_affecting	SNV	12200363	6.0	6.0	0.49178864596078
P19_0012_BDO_01	RBM10	protein_affecting	SNV	18739465	51.0	64.0	2.721529136504164
P19_0012_BDO_01	STAG2	protein_affecting	SNV	21053599	20.0	21.0	0.9499563471309584
P19_0012_BDO_01	TERTpromoter	protein_affecting	SNV	17552	0.0	0.0	0.0
P19_0012_BDO_01	TP53	protein_affecting	SNV	5925334	10.0	12.0	1.6876685769949844
P19_0036_BTR_01	ALL_GENES	protein_affecting	SNV	70148335	7.0	7.0	0.0997885409539656
P19_0036_BTR_01	ARID1A	protein_affecting	SNV	6810301	1.0	1.0	0.1468363879951855
P19_0036_BTR_01	CDKN1A	protein_affecting	SNV	1145254	1.0	1.0	0.8731687468456779
P19_0036_BTR_01	CREBBP	protein_affecting	SNV	8556497	2.0	2.0	0.2337405132030081
P19_0036_BTR_01	EP300	protein_affecting	SNV	8105769	0.0	0.0	0.0
P19_0036_BTR_01	FGFR3	protein_affecting	SNV	1392949	0.0	0.0	0.0
P19_0036_BTR_01	FOXQ1	protein_affecting	SNV	1940782	0.0	0.0	0.0
P19_0036_BTR_01	KDM6A	protein_affecting	SNV	2432931	0.0	0.0	0.0
P19_0036_BTR_01	KMT2C	protein_affecting	SNV	3852394	0.0	0.0	0.0
P19_0036_BTR_01	KMT2D	protein_affecting	SNV	20340348	1.0	1.0	0.0491633673130862
P19_0036_BTR_01	NOTCH2	protein_affecting	SNV	7259948	1.0	1.0	0.1377420334140134
P19_0036_BTR_01	PIK3CA	protein_affecting	SNV	264927	0.0	0.0	0.0
P19_0036_BTR_01	RB1	protein_affecting	SNV	2811182	1.0	1.0	0.3557222549091449
P19_0036_BTR_01	RBM10	protein_affecting	SNV	2168531	0.0	0.0	0.0
P19_0036_BTR_01	STAG2	protein_affecting	SNV	1553490	0.0	0.0	0.0
P19_0036_BTR_01	TERTpromoter	protein_affecting	SNV	43616	0.0	0.0	0.0
P19_0036_BTR_01	TP53	protein_affecting	SNV	1469416	0.0	0.0	0.0
P19_0025_BDO_01	ALL_GENES	protein_affecting	SNV	213344905	367.0	401.0	1.720219191548071
P19_0025_BDO_01	ARID1A	protein_affecting	SNV	16394933	8.0	8.0	0.487955638489038
P19_0025_BDO_01	CDKN1A	protein_affecting	SNV	1699816	1.0	1.0	0.5882989688295674
P19_0025_BDO_01	CREBBP	protein_affecting	SNV	24829691	49.0	54.0	1.973443809671252
P19_0025_BDO_01	EP300	protein_affecting	SNV	23959371	34.0	38.0	1.419068973054426
P19_0025_BDO_01	FGFR3	protein_affecting	SNV	3467420	0.0	0.0	0.0
P19_0025_BDO_01	FOXQ1	protein_affecting	SNV	1786151	2.0	3.0	1.1197261597703665
P19_0025_BDO_01	KDM6A	protein_affecting	SNV	11933678	36.0	42.0	3.016672646940868
P19_0025_BDO_01	KMT2C	protein_affecting	SNV	13937416	6.0	6.0	0.4304958681006579
P19_0025_BDO_01	KMT2D	protein_affecting	SNV	51810317	137.0	150.0	2.644260987633023
P19_0025_BDO_01	NOTCH2	protein_affecting	SNV	20351193	16.0	16.0	0.7861946963010964
P19_0025_BDO_01	PIK3CA	protein_affecting	SNV	1083252	1.0	1.0	0.9231462300554256
P19_0025_BDO_01	RB1	protein_affecting	SNV	10371247	0.0	0.0	0.0
P19_0025_BDO_01	RBM10	protein_affecting	SNV	11914736	51.0	54.0	4.280413766616398
P19_0025_BDO_01	STAG2	protein_affecting	SNV	15249044	13.0	13.0	0.8525124591417009
P19_0025_BDO_01	TERTpromoter	protein_affecting	SNV	33771	0.0	0.0	0.0
P19_0025_BDO_01	TP53	protein_affecting	SNV	4522869	13.0	15.0	2.874281788838014
P19_0006_BDO_01	ALL_GENES	protein_affecting	SNV	250489531	233.0	293.0	0.9301785949689052
P19_0006_BDO_01	ARID1A	protein_affecting	SNV	27000790	6.0	7.0	0.2222157203548488
P19_0006_BDO_01	CDKN1A	protein_affecting	SNV	1444636	0.0	0.0	0.0
P19_0006_BDO_01	CREBBP	protein_affecting	SNV	21115279	25.0	37.0	1.1839767781425004
P19_0006_BDO_01	EP300	protein_affecting	SNV	27237415	18.0	21.0	0.6608556649006523
P19_0006_BDO_01	FGFR3	protein_affecting	SNV	1814813	0.0	0.0	0.0
P19_0006_BDO_01	FOXQ1	protein_affecting	SNV	1041988	0.0	0.0	0.0
P19_0006_BDO_01	KDM6A	protein_affecting	SNV	17581878	11.0	21.0	0.62564420023845
P19_0006_BDO_01	KMT2C	protein_affecting	SNV	20871274	3.0	3.0	0.1437382308334412
P19_0006_BDO_01	KMT2D	protein_affecting	SNV	57882938	129.0	161.0	2.228636010148621
P19_0006_BDO_01	NOTCH2	protein_affecting	SNV	25141339	26.0	28.0	1.034153351975406
P19_0006_BDO_01	PIK3CA	protein_affecting	SNV	1209994	0.0	0.0	0.0
P19_0006_BDO_01	RB1	protein_affecting	SNV	10481645	2.0	2.0	0.190809744081201
P19_0006_BDO_01	RBM10	protein_affecting	SNV	13725520	6.0	6.0	0.4371419079204285
P19_0006_BDO_01	STAG2	protein_affecting	SNV	18963871	5.0	5.0	0.2636592497386214
P19_0006_BDO_01	TERTpromoter	protein_affecting	SNV	28971	0.0	0.0	0.0
P19_0006_BDO_01	TP53	protein_affecting	SNV	4947180	2.0	2.0	0.4042707158421565
P19_0045_BDO_01	ALL_GENES	protein_affecting	SNV	133672086	182.0	219.0	1.3615408081534688
P19_0045_BDO_01	ARID1A	protein_affecting	SNV	11742144	22.0	27.0	1.8735931019071133
