gene	sample	impact	mutations	dnds	pvalue	lower	upper
STAG2	P19_0007_BDO_01	missense	1	0.6163999557495113	0.59885776	0.0354640606418251	2.723943901062011
STAG2	P19_0007_BDO_01	truncating	1	4.505468750000007	0.2281596	0.2569434738159183	20.01083984375001
RB1	P19_0007_BDO_01	missense	2	2.762500000000004	0.21943408	0.4588940429687506	8.574267578125003
PIK3CA	P19_0007_BDO_01	missense	1	6.387500000000011	0.15526998	0.3642190551757818	28.28203125000001
TP53	P19_0007_BDO_01	missense	5	10.875000000000025	0.00012373924	3.885430908203133	23.52514648437502
TP53	P19_0007_BDO_01	truncating	1	14.90546875000003	0.060174882	0.8482337760925308	66.19575195312503
RBM10	P19_0007_BDO_01	missense	3	2.600000000000003	0.15405595	0.6448535156250007	6.793725585937503
RBM10	P19_0007_BDO_01	truncating	24	122.96250000000022	0.0	78.11417980194105	184.7740234375002
EP300	P19_0007_BDO_01	missense	13	3.525000000000005	0.00018781424	1.927974853515628	5.860815429687506
EP300	P19_0007_BDO_01	truncating	6	13.4999938964844	8.225441e-06	5.29187932409347	28.0361267089844
ALL_GENES	P19_0007_BDO_01	missense	85	2.656640625000004	0.0	2.095134105682376	3.325585937500003
ALL_GENES	P19_0007_BDO_01	truncating	79	19.44687500000004	0.0	14.882459926605254	25.12558593750004
FOXQ1	P19_0043_BTR_01	missense	10	1.2281250000000006	0.53438044	0.6113302612304691	2.1778320312500004
FOXQ1	P19_0043_BTR_01	truncating	2	2.046874618530276	0.36917388	0.3372127683088188	6.483520126342777
KMT2C	P19_0043_BTR_01	missense	5	1.3343750000000008	0.5397377	0.4768939208984378	2.9011474609375005
KMT2C	P19_0043_BTR_01	truncating	5	8.793750000000019	0.00037574768	3.095356521606452	19.521289062500017
CREBBP	P19_0043_BTR_01	missense	11	2.0140617370605485	0.039338708	1.0394301500916487	3.4831779479980485
ARID1A	P19_0043_BTR_01	missense	7	0.6922973632812497	0.3061785	0.2958452820777892	1.3508666992187497
ARID1A	P19_0043_BTR_01	truncating	2	1.2480468750000004	0.7644875	0.2064673995971681	3.9256591796875
KDM6A	P19_0043_BTR_01	missense	33	6.628125000000012	0.0	4.551074295043954	9.326489257812511
KDM6A	P19_0043_BTR_01	truncating	90	109.20000000000016	0.0	83.89849639892591	140.71184082031266
KMT2D	P19_0043_BTR_01	missense	25	1.2390747070312509	0.3159153	0.8045775938034061	1.8182983398437509
KMT2D	P19_0043_BTR_01	truncating	45	15.73906250000003	0.0	11.096377792358416	21.83403320312503
FGFR3	P19_0043_BTR_01	missense	2	0.8901371002197266	0.86732006	0.1483809307962656	2.763306045532227
FGFR3	P19_0043_BTR_01	truncating	1	3.8718750000000064	0.26920468	0.2211962890625003	17.198291015625006
NOTCH2	P19_0043_BTR_01	missense	7	1.501953125000001	0.31777155	0.6416032028198247	2.9362792968750018
NOTCH2	P19_0043_BTR_01	truncating	3	4.9515625000000085	0.02924639	1.2182458114624044	13.150415039062509
CDKN1A	P19_0043_BTR_01	missense	3	2.0750000000000024	0.260305	0.5151586914062505	5.423388671875003
CDKN1A	P19_0043_BTR_01	truncating	1	4.163281250000007	0.24885684	0.2371325683593753	18.602978515625008
STAG2	P19_0043_BTR_01	missense	4	0.7308715820312497	0.5127009	0.225416703224182	1.7184204101562497
STAG2	P19_0043_BTR_01	truncating	14	14.224218750000029	0.0	7.845865707397476	23.702978515625027
RB1	P19_0043_BTR_01	missense	1	0.6496093749999997	0.64283645	0.0374832153320312	2.87861328125
RB1	P19_0043_BTR_01	truncating	1	3.458984375000005	0.30426842	0.1969322586059573	15.437133789062509
PIK3CA	P19_0043_BTR_01	missense	1	4.023443603515631	0.2581731	0.229485197067261	17.87109985351563
TP53	P19_0043_BTR_01	missense	2	1.8187500000000016	0.44307363	0.3023321533203128	5.647485351562501
TP53	P19_0043_BTR_01	truncating	1	5.381445312500008	0.18819696	0.3063736915588383	24.00144042968751
RBM10	P19_0043_BTR_01	missense	6	1.5250122070312515	0.33652073	0.6040208995342262	3.115588378906251
RBM10	P19_0043_BTR_01	truncating	3	3.823437500000006	0.058199942	0.9447390747070328	10.066113281250006
EP300	P19_0043_BTR_01	missense	15	2.3562500000000037	0.004089117	1.344658813476564	3.802783203125003
EP300	P19_0043_BTR_01	truncating	6	5.943756103515636	0.00083976984	2.3191814523935363	12.415313720703136
ALL_GENES	P19_0043_BTR_01	missense	132	1.7218750000000018	2.3841858e-07	1.412600708007814	2.0825927734375016
ALL_GENES	P19_0043_BTR_01	truncating	174	15.36875000000003	0.0	12.47773529052737	18.86850585937503
KMT2C	P19_0029_BDO_01	missense	9	2.3937515258789093	0.023220897	1.1425147630274308	4.359083557128909
KMT2C	P19_0029_BDO_01	truncating	1	1.793554687500002	0.5953784	0.1023128890991211	8.022192382812502
CREBBP	P19_0029_BDO_01	missense	16	3.368750000000005	6.0796738e-05	1.961617431640628	5.359716796875006
CREBBP	P19_0029_BDO_01	truncating	5	5.6281372070312585	0.0028232336	1.9926702472567583	12.37801513671876
ARID1A	P19_0029_BDO_01	missense	6	0.88896484375	0.77040875	0.3524872779846191	1.8148681640625
ARID1A	P19_0029_BDO_01	truncating	4	3.5562438964843803	0.03760171	1.090496187210085	8.45797729492188
KDM6A	P19_0029_BDO_01	missense	9	2.543457031250003	0.016064346	1.2142580175399793	4.631469726562504
KDM6A	P19_0029_BDO_01	truncating	27	44.16406250000008	0.0	28.803520646095325	64.96301269531259
KMT2D	P19_0029_BDO_01	missense	55	3.1953125000000044	0.0	2.385764083862308	4.194458007812504
KMT2D	P19_0029_BDO_01	truncating	171	63.9500000000001	0.0	51.62270050048836	79.0214111328126
NOTCH2	P19_0029_BDO_01	missense	9	1.647851562500002	0.17060608	0.7865399742126474	3.0046630859375014
NOTCH2	P19_0029_BDO_01	truncating	2	3.1328125000000044	0.17600268	0.5185243988037116	9.811279296875004
TERTpromoter	P19_0029_BDO_01	missense	3	1424.925000000003	0.0	348.0099017500885	3830.3614013671904
CDKN1A	P19_0029_BDO_01	truncating	1	9.014257812500016	0.10590285	0.5128622984886178	40.19528808593752
STAG2	P19_0029_BDO_01	missense	10	2.0269531250000017	0.047835946	1.00764331817627	3.597998046875002
STAG2	P19_0029_BDO_01	truncating	35	40.16250000000008	0.0	27.621583213806204	56.59987792968758
RB1	P19_0029_BDO_01	missense	1	0.7749755859374998	0.79071754	0.0443641376495361	3.430615234375
TP53	P19_0029_BDO_01	missense	6	7.956347656250015	0.000154078	3.1470225000381533	16.249804687500017
RBM10	P19_0029_BDO_01	missense	5	1.4500000000000013	0.43570966	0.5183593750000006	3.146166992187501
RBM10	P19_0029_BDO_01	truncating	5	6.545312500000012	0.0014309287	2.316346244812016	14.401757812500012
EP300	P19_0029_BDO_01	missense	9	1.5530517578125016	0.22238386	0.7423468303680427	2.8256347656250016
EP300	P19_0029_BDO_01	truncating	5	5.118750000000009	0.0043560266	1.8079158020019563	11.29306640625001
ALL_GENES	P19_0029_BDO_01	missense	138	2.423632812500004	0.0	1.9975936222076447	2.919848632812504
ALL_GENES	P19_0029_BDO_01	truncating	256	27.454687500000052	0.0	22.89425282478337	32.861791992187555
FOXQ1	P19_0050_BTR_01	missense	23	8.831250000000017	0.0	5.607272644042979	13.216015625000017
FOXQ1	P19_0050_BTR_01	truncating	3	9.525193786621111	0.004630089	2.31968784725294	25.818528747558613
KMT2C	P19_0050_BTR_01	missense	7	0.5366699218749997	0.071435094	0.2291029167175292	1.0493652343749995
KMT2C	P19_0050_BTR_01	truncating	4	2.225585937500002	0.16367596	0.6801931095123297	5.318237304687502
CREBBP	P19_0050_BTR_01	missense	23	1.725000000000002	0.018670619	1.102810058593751	2.5630126953125014
CREBBP	P19_0050_BTR_01	truncating	7	3.289062500000005	0.009306788	1.394155044555666	6.505615234375005
ARID1A	P19_0050_BTR_01	missense	22	0.8083984374999997	0.31743056	0.5105583953857421	1.2118408203124995
ARID1A	P19_0050_BTR_01	truncating	73	17.92812500000004	0.0	13.407035598754916	23.71730957031254
KDM6A	P19_0050_BTR_01	missense	21	3.953125000000006	4.172325e-07	2.464826354980472	5.989868164062507
KDM6A	P19_0050_BTR_01	truncating	39	45.25625000000007	0.0	31.36465154647832	63.55581054687508
KMT2D	P19_0050_BTR_01	missense	111	1.9873046875000024	0.0	1.6040088081359882	2.4401855468750018
KMT2D	P19_0050_BTR_01	truncating	168	20.239062500000045	0.0	16.397960605621375	24.897265625000045
FGFR3	P19_0050_BTR_01	missense	2	1.3972660064697275	0.6548835	0.2321793213486673	4.335498428344728
NOTCH2	P19_0050_BTR_01	missense	22	1.405468750000001	0.14148271	0.8862562561035161	2.1098144531250007
NOTCH2	P19_0050_BTR_01	truncating	4	2.2500000000000027	0.15642393	0.6919531250000008	5.332885742187503
CDKN1A	P19_0050_BTR_01	missense	4	3.4094238281250053	0.04207623	1.0540613222122208	7.985229492187505
CDKN1A	P19_0050_BTR_01	truncating	5	27.950000000000053	1.2516975e-06	9.930712280273456	61.05424804687505
STAG2	P19_0050_BTR_01	missense	10	1.2287109375000005	0.536484	0.6092392158508304	2.1906250000000007
STAG2	P19_0050_BTR_01	truncating	14	10.787499237060567	0.0	5.972356755658998	17.88161544799807
RB1	P19_0050_BTR_01	missense	4	1.0656250953674316	0.90097153	0.3290585615392774	2.501171970367432
RB1	P19_0050_BTR_01	truncating	5	7.546875000000015	0.0007221103	2.6826833343505907	16.489135742187514
PIK3CA	P19_0050_BTR_01	missense	1	1.2343750000000009	0.83896947	0.0703817749023437	5.481201171875001
TP53	P19_0050_BTR_01	missense	8	3.382812500000005	0.0043317676	1.5366587829589866	6.357055664062505
TP53	P19_0050_BTR_01	truncating	2	5.156250000000009	0.06829405	0.8543066406250013	16.113281250000007
RBM10	P19_0050_BTR_01	missense	41	6.900000000000013	0.0	4.926862792968759	9.396337890625013
RBM10	P19_0050_BTR_01	truncating	106	101.65625000000018	0.0	79.96553335189833	128.21630859375017
EP300	P19_0050_BTR_01	missense	38	2.026538085937502	0.00015848875	1.4288629794120802	2.787646484375002
EP300	P19_0050_BTR_01	truncating	17	5.868701171875012	5.9604645e-08	3.3777519309520785	9.553393554687512
ALL_GENES	P19_0050_BTR_01	missense	337	2.021044921875002	0.0	1.7578808403015156	2.319506835937502
ALL_GENES	P19_0050_BTR_01	truncating	447	19.41250000000004	0.0	16.602311248779337	22.69313964843754
FOXQ1	P19_0042_BDO_01	missense	75	4.393359375000008	0.0	3.3970440483093327	5.599414062500008
FOXQ1	P19_0042_BDO_01	truncating	19	11.037500000000025	0.0	6.482867889404309	17.754418945312523
KMT2C	P19_0042_BDO_01	missense	17	3.2625000000000046	5.477667e-05	1.930054931640628	5.125292968750005
KMT2C	P19_0042_BDO_01	truncating	2	2.8468753814697307	0.20949227	0.4698840950429446	8.958325576782231
CREBBP	P19_0042_BDO_01	missense	28	3.1937500000000045	3.5762787e-07	2.133536376953128	4.577416992187505
CREBBP	P19_0042_BDO_01	truncating	8	6.512109375000012	5.930662e-05	2.932456874847417	12.406884765625012
ARID1A	P19_0042_BDO_01	missense	15	1.0234375	0.9297397	0.5850070190429688	1.6478271484375
ARID1A	P19_0042_BDO_01	truncating	24	12.29372558593752	0.0	7.778046923577797	18.566308593750023
KDM6A	P19_0042_BDO_01	missense	19	4.312500000000007	3.5762787e-07	2.6323611450195354	6.625122070312507
KDM6A	P19_0042_BDO_01	truncating	41	57.8625000000001	0.0	40.694601135253976	80.1256835937501
KMT2D	P19_0042_BDO_01	missense	75	2.521875000000003	0.0	1.9613638305664085	3.195703125000003
KMT2D	P19_0042_BDO_01	truncating	108	29.562695312500058	0.0	23.198151525259064	37.40266113281256
FGFR3	P19_0042_BDO_01	missense	3	0.5523468017578121	0.25652283	0.1371125316619872	1.439797973632812
NOTCH2	P19_0042_BDO_01	missense	19	2.895312500000004	9.828806e-05	1.7668284606933613	4.450488281250004
NOTCH2	P19_0042_BDO_01	truncating	5	6.612500000000012	0.0013585687	2.3416690063476606	14.514111328125011
TERTpromoter	P19_0042_BDO_01	missense	2	208.2500000000003	3.1411648e-05	34.31736206054693	658.7297363281253
CDKN1A	P19_0042_BDO_01	missense	18	3.168554687500005	4.9471855e-05	1.902356739044192	4.923925781250006
CDKN1A	P19_0042_BDO_01	truncating	15	19.225000000000044	0.0	10.859485168457056	31.452172851562544
STAG2	P19_0042_BDO_01	missense	6	1.2390136718750009	0.61495304	0.4900834655761721	2.533569335937501
STAG2	P19_0042_BDO_01	truncating	24	30.14375000000005	0.0	19.242704086303743	45.01984863281256
RB1	P19_0042_BDO_01	missense	3	1.1183593749999998	0.84980476	0.277348403930664	2.9170654296875
RB1	P19_0042_BDO_01	truncating	1	2.1890625000000026	0.48878688	0.1249114990234376	9.729956054687502
TP53	P19_0042_BDO_01	missense	24	14.587498474121125	0.0	9.421668631546218	21.475315856933623
TP53	P19_0042_BDO_01	truncating	4	16.648388671875036	0.000113487244	5.12825432777406	39.24665527343754
RBM10	P19_0042_BDO_01	missense	14	5.032812500000008	2.0861626e-06	2.815711669921879	8.224951171875007
RBM10	P19_0042_BDO_01	truncating	40	87.03750000000015	0.0	60.9349601173402	120.95717773437516
EP300	P19_0042_BDO_01	missense	43	4.251562500000008	0.0	3.070013961791997	5.732885742187508
EP300	P19_0042_BDO_01	truncating	24	16.143750000000033	0.0	10.209791412353535	24.385327148437533
ALL_GENES	P19_0042_BDO_01	missense	361	3.1187500000000044	0.0	2.7347100830078164	3.550268554687504
ALL_GENES	P19_0042_BDO_01	truncating	315	21.403112792968795	0.0	18.155104487761893	25.184851074218795
FOXQ1	SexF	missense	108	1.3347656250000006	0.011165142	1.069553756713868	1.6484863281250006
FOXQ1	SexF	truncating	10	1.459741210937501	0.2793675	0.7136341619491583	2.6529785156250014
KMT2C	SexF	missense	176	1.326562500000001	0.0015010834	1.116349639892579	1.568261718750001
KMT2C	SexF	truncating	45	2.513275146484379	8.34465e-07	1.7792826047539738	3.4715270996093786
CREBBP	SexF	missense	584	2.864062500000004	0.0	2.56235130310059	3.2009765625000046
CREBBP	SexF	truncating	172	6.365527343750012	0.0	5.223518524169931	7.721118164062512
ARID1A	SexF	missense	369	1.3015625000000006	8.332729e-05	1.142639770507813	1.4797851562500006
ARID1A	SexF	truncating	227	5.94941406250001	0.0	4.925677165985116	7.16706542968751
KDM6A	SexF	missense	404	3.350000000000005	0.0	2.9537011718750046	3.792504882812505
KDM6A	SexF	truncating	749	41.32421875000007	0.0	36.5009904837609	46.80029296875007
KMT2D	SexF	missense	1370	1.8062011718750015	0.0	1.6483319282531754	1.978930664062502
KMT2D	SexF	truncating	1935	20.56250000000004	0.0	18.450048217773475	22.93676757812504
FGFR3	SexF	missense	35	0.7609374999999997	0.10415137	0.5306695556640624	1.0551269531249998
FGFR3	SexF	truncating	4	0.7275360107421873	0.5070256	0.2251206594705581	1.710202026367187
NOTCH2	SexF	missense	498	2.487500000000004	0.0	2.2098699951171907	2.798168945312504
NOTCH2	SexF	truncating	94	4.574218750000008	0.0	3.5802531433105527	5.780273437500007
TERTpromoter	SexF	missense	19	58.41250000000011	0.0	34.567070083618226	93.39418945312512
CDKN1A	SexF	missense	52	1.6605712890625015	0.0012300014	1.2310036635398875	2.191577148437501
CDKN1A	SexF	truncating	32	7.599902343750015	0.0	5.140040194988261	10.862231445312515
STAG2	SexF	missense	268	1.5484375000000017	0.0	1.3373530578613295	1.7883056640625017
STAG2	SexF	truncating	255	8.453112792968767	0.0	7.163250041455044	9.955187988281269
RB1	SexF	missense	76	1.6203125000000016	0.00022870302	1.2633389282226577	2.0481689453125016
RB1	SexF	truncating	23	2.774993896484379	4.4882298e-05	1.7603977474570298	4.156219482421879
PIK3CA	SexF	missense	25	2.605468750000004	5.1677227e-05	1.6917319488525413	3.823730468750004
PIK3CA	SexF	truncating	1	0.7828140258789061	0.7992281	0.0447162550687789	3.4927749633789062
TP53	SexF	missense	210	5.7816406250000085	0.0	4.926321811676033	6.7575927734375085
TP53	SexF	truncating	20	3.6984619140625057	2.4437904e-06	2.2684625196456945	5.683325195312506
RBM10	SexF	missense	335	2.159375190734866	0.0	1.8859805436711785	2.466382026672366
RBM10	SexF	truncating	403	15.22812500000003	0.0	13.1243009567261	17.65427246093753
EP300	SexF	missense	661	3.0085937500000046	0.0	2.7003886795043988	3.3497802734375046
EP300	SexF	truncating	196	6.407812500000011	0.0	5.268358345031746	7.762792968750011
ALL_GENES	SexF	missense	5190	2.1945312500000025	0.0	2.0419980621337914	2.3611572265625025
ALL_GENES	SexF	truncating	4166	12.954687500000023	0.0	11.845413742065452	14.182714843750029
FOXQ1	P19_0015_BDO_01	missense	3	2.727929687500004	0.1377132	0.6748841667175303	7.165185546875004
KMT2C	P19_0015_BDO_01	missense	5	0.8257843017578124	0.6608998	0.2952058398723602	1.787088012695312
CREBBP	P19_0015_BDO_01	missense	24	2.868750000000004	1.41859055e-05	1.85394958496094	4.220678710937504
CREBBP	P19_0015_BDO_01	truncating	7	5.371923828125009	0.000551939	2.2786069321632425	10.61545410156251
ARID1A	P19_0015_BDO_01	missense	6	0.5757812499999997	0.13991779	0.2282456970214842	1.1739257812499997
ARID1A	P19_0015_BDO_01	truncating	9	6.000097656250011	4.0888786e-05	2.8324825382232715	11.095922851562513
KDM6A	P19_0015_BDO_01	missense	11	3.9750000000000063	0.0002090931	2.0525170898437537	6.869287109375007
KDM6A	P19_0015_BDO_01	truncating	26	55.075000000000095	0.0	35.74225791931159	81.1693603515626
KMT2D	P19_0015_BDO_01	missense	55	1.9718750000000025	1.347065e-05	1.4747006225585957	2.5816162109375025
KMT2D	P19_0015_BDO_01	truncating	108	26.83125000000005	0.0	21.063142433166547	33.934521484375054
NOTCH2	P19_0015_BDO_01	missense	54	6.1093765258789166	0.0	4.556239388063557	8.022828674316417
NOTCH2	P19_0015_BDO_01	truncating	16	14.988281250000028	0.0	8.602582120895402	24.23388671875003
TERTpromoter	P19_0015_BDO_01	missense	1	223.9998046875004	0.0029827952	12.695213624537017	1011.3954345703128
CDKN1A	P19_0015_BDO_01	missense	3	2.835937500000004	0.12457627	0.703375778198243	7.4099121093750036
CDKN1A	P19_0015_BDO_01	truncating	5	33.315625000000054	5.364418e-07	11.84199403762819	72.69367675781255
STAG2	P19_0015_BDO_01	missense	10	2.3460906982421905	0.019103646	1.1677793255448357	4.153952026367191
STAG2	P19_0015_BDO_01	truncating	51	66.47500000000011	0.0	48.56669052124032	89.08364257812511
RB1	P19_0015_BDO_01	missense	4	1.857031250000002	0.2632299	0.5754729461669928	4.342382812500002
RB1	P19_0015_BDO_01	truncating	2	4.853125000000008	0.076779544	0.8045751953125013	15.13937988281251
TP53	P19_0015_BDO_01	missense	17	13.550000000000026	0.0	8.024582519531265	21.258740234375026
TP53	P19_0015_BDO_01	truncating	2	10.146856689453143	0.017488122	1.680502506196502	31.669073486328145
RBM10	P19_0015_BDO_01	missense	11	4.232812500000007	0.000121831894	2.1832638549804724	7.316918945312507
RBM10	P19_0015_BDO_01	truncating	27	56.0125000000001	0.0	36.59671627044684	82.2051269531251
EP300	P19_0015_BDO_01	missense	41	4.331249237060553	0.0	3.100073001794521	5.881542205810554
EP300	P19_0015_BDO_01	truncating	15	10.898437500000025	0.0	6.130094051361096	17.91381835937502
ALL_GENES	P19_0015_BDO_01	missense	245	2.9593627929687543	0.0	2.541008353829387	3.4342163085937543
ALL_GENES	P19_0015_BDO_01	truncating	268	21.80937500000004	0.0	18.35864995956424	25.84624023437504
FOXQ1	P19_0002_BTR_01	missense	3	0.7476593017578124	0.5989889	0.1857703804969787	1.956155395507812
KMT2C	P19_0002_BTR_01	missense	24	1.5886718750000015	0.038469136	1.02673252105713	2.336352539062501
KMT2C	P19_0002_BTR_01	truncating	2	1.315625000000001	0.71199787	0.2178289794921876	4.111645507812501
CREBBP	P19_0002_BTR_01	missense	36	1.4937500000000012	0.027792573	1.047465820312501	2.060156250000001
CREBBP	P19_0002_BTR_01	truncating	7	2.6191467285156285	0.029644728	1.1145557683706298	5.150885009765629
ARID1A	P19_0002_BTR_01	missense	44	1.443065643310548	0.02645135	1.0463135828822856	1.938060760498048
ARID1A	P19_0002_BTR_01	truncating	24	7.643774414062515	0.0	4.865908016562472	11.449316406250016
KDM6A	P19_0002_BTR_01	missense	25	1.783593750000002	0.009463489	1.163528747558595	2.6039062500000014
KDM6A	P19_0002_BTR_01	truncating	22	11.884375000000029	0.0	7.472795372009293	17.919531250000027
KMT2D	P19_0002_BTR_01	missense	111	1.372266387939454	0.0035424829	1.112185256257654	1.6768318176269537
KMT2D	P19_0002_BTR_01	truncating	49	6.312500000000012	0.0	4.5576168823242265	8.55310058593751
FGFR3	P19_0002_BTR_01	missense	2	0.6167968749999997	0.4586377	0.1024417114257812	1.9125732421874997
NOTCH2	P19_0002_BTR_01	missense	52	1.9789550781250025	1.9013882e-05	1.4703724431991594	2.6051757812500025
NOTCH2	P19_0002_BTR_01	truncating	7	2.9344726562500045	0.01659441	1.2487597799301169	5.765283203125005
CDKN1A	P19_0002_BTR_01	missense	3	1.1484132766723636	0.8152	0.2851535995863378	2.994116401672364
CDKN1A	P19_0002_BTR_01	truncating	1	3.6046875000000056	0.2905959	0.2057068634033206	15.998486328125004
STAG2	P19_0002_BTR_01	missense	16	0.746095275878906	0.22702503	0.434836238324642	1.184327697753906
STAG2	P19_0002_BTR_01	truncating	6	1.900000000000002	0.15832001	0.7510498046875009	3.897680664062502
RB1	P19_0002_BTR_01	missense	9	1.9437500000000023	0.07428086	0.9296643066406262	3.5282226562500023
RB1	P19_0002_BTR_01	truncating	1	1.3261718750000009	0.7877143	0.0755515289306641	5.877563476562501
PIK3CA	P19_0002_BTR_01	missense	2	1.7773437500000018	0.4585145	0.2956400299072268	5.518798828125002
TP53	P19_0002_BTR_01	missense	7	1.8058593750000016	0.15629542	0.7737663650512703	3.5136230468750016
TP53	P19_0002_BTR_01	truncating	2	4.162109375000007	0.10310876	0.6901917457580578	12.962158203125009
RBM10	P19_0002_BTR_01	missense	27	1.443750000000001	0.078191936	0.9571990966796882	2.0827880859375014
RBM10	P19_0002_BTR_01	truncating	36	13.4874938964844	0.0	9.324310509637016	18.927557373046906
EP300	P19_0002_BTR_01	missense	62	2.3156250000000025	0.0	1.7634233093261735	2.9864013671875025
EP300	P19_0002_BTR_01	truncating	12	4.048437500000006	0.00010687113	2.132743148803714	6.945776367187506
ALL_GENES	P19_0002_BTR_01	missense	423	1.5421875000000016	0.0	1.3611380004882827	1.7448242187500016
ALL_GENES	P19_0002_BTR_01	truncating	169	5.782812500000009	0.0	4.768764991760262	6.982763671875009
FOXQ1	P19_0052_BDO_01	missense	1	3.0453613281250043	0.34803057	0.1737731575965883	13.606274414062504
KMT2C	P19_0052_BDO_01	missense	4	4.837597656250008	0.012459636	1.4979985451698323	11.316479492187508
CREBBP	P19_0052_BDO_01	missense	9	6.573439025878917	1.7106533e-05	3.140292513929312	11.94575347900392
ARID1A	P19_0052_BDO_01	missense	2	1.0305664062500002	0.9664055	0.1714567947387695	3.19853515625
KDM6A	P19_0052_BDO_01	missense	5	6.487500762939464	0.0014064908	2.3180840731225945	14.032056427001963
KDM6A	P19_0052_BDO_01	truncating	3	28.39375000000005	0.00016123056	7.012387542724624	74.75422363281255
KMT2D	P19_0052_BDO_01	missense	14	3.0578125000000043	0.00047403574	1.708768539428713	5.007275390625004
KMT2D	P19_0052_BDO_01	truncating	21	41.31250000000007	0.0	25.406852798461955	63.63061523437507
NOTCH2	P19_0052_BDO_01	missense	13	10.43748779296877	0.0	5.704258623272192	17.36558837890627
NOTCH2	P19_0052_BDO_01	truncating	3	23.875000000000043	0.00027626753	5.886668853759776	63.06811523437504
TERTpromoter	P19_0052_BDO_01	missense	1	175.95000000000027	0.0038849115	9.968639984130874	795.0240966796878
CDKN1A	P19_0052_BDO_01	missense	1	6.737512207031262	0.14640588	0.3844806599617011	29.947961425781266
STAG2	P19_0052_BDO_01	missense	5	4.575000000000008	0.0067405105	1.6316003417968776	9.898486328125008
STAG2	P19_0052_BDO_01	truncating	4	25.27812500000005	2.1278858e-05	7.786765155792251	59.629931640625045
TP53	P19_0052_BDO_01	missense	3	14.36250000000003	0.0012727976	3.559580688476569	37.470410156250026
RBM10	P19_0052_BDO_01	missense	2	2.098242187500002	0.35162115	0.3480138111114506	6.528173828125002
EP300	P19_0052_BDO_01	missense	19	12.750000000000025	0.0	7.7765478515625155	19.580444335937525
EP300	P19_0052_BDO_01	truncating	2	10.688378906250025	0.015835047	1.764528565406803	33.63088378906252
ALL_GENES	P19_0052_BDO_01	missense	79	5.11835937500001	0.0	4.002152919769294	6.45991210937501
ALL_GENES	P19_0052_BDO_01	truncating	33	17.85307617187504	0.0	12.085985725820091	25.53618164062504
FOXQ1	P19_0051_BTR_01	missense	7	6.04394531250001	0.00025755167	2.5754579496383707	11.85693359375001
FOXQ1	P19_0051_BTR_01	truncating	1	7.000390625000012	0.14153743	0.3957002639770514	32.02846679687501
KMT2C	P19_0051_BTR_01	missense	20	3.257812500000005	1.2695789e-05	2.012923431396487	4.961914062500005
KMT2C	P19_0051_BTR_01	truncating	4	4.831250000000008	0.012901902	1.4848599243164082	11.459667968750008
CREBBP	P19_0051_BTR_01	missense	30	4.081250000000006	0.0	2.760280456542972	5.793286132812506
CREBBP	P19_0051_BTR_01	truncating	3	2.382812500000003	0.19178772	0.5875620269775397	6.295776367187504
ARID1A	P19_0051_BTR_01	missense	47	3.910156250000006	0.0	2.85799007415772	5.217529296875007
ARID1A	P19_0051_BTR_01	truncating	126	69.46406250000011	0.0	54.6514491033555	87.73432617187511
KDM6A	P19_0051_BTR_01	missense	15	5.68828125000001	1.7881393e-07	3.2483947753906306	9.16545410156251
KDM6A	P19_0051_BTR_01	truncating	11	24.700097656250044	0.0	12.654181175828002	43.167504882812544
KMT2D	P19_0051_BTR_01	missense	87	3.478515625000005	0.0	2.746875610351566	4.351318359375005
KMT2D	P19_0051_BTR_01	truncating	157	44.01875000000008	0.0	35.44948030471808	54.41425781250008
NOTCH2	P19_0051_BTR_01	missense	35	4.181251525878912	0.0	2.904213094860319	5.820655822753912
NOTCH2	P19_0051_BTR_01	truncating	9	9.52187500000002	9.536743e-07	4.504686050415049	17.54982910156252
TERTpromoter	P19_0051_BTR_01	missense	1	75.06250000000013	0.0099077225	4.258730087280281	337.9268798828126
CDKN1A	P19_0051_BTR_01	missense	1	1.7429691314697284	0.61148345	0.099694691374898	7.720141983032228
CDKN1A	P19_0051_BTR_01	truncating	1	11.201586914062524	0.08292407	0.6377507552504552	49.825244140625024
STAG2	P19_0051_BTR_01	missense	8	2.0851562500000025	0.0659132	0.9472653961181652	3.9149902343750025
STAG2	P19_0051_BTR_01	truncating	9	13.750000000000028	5.9604645e-08	6.540357666015638	25.17333984375003
RB1	P19_0051_BTR_01	missense	5	2.596875000000004	0.066298366	0.9282901000976572	5.622387695312503
TP53	P19_0051_BTR_01	missense	8	6.999218368530286	3.1769276e-05	3.1829618057329263	13.128979110717786
TP53	P19_0051_BTR_01	truncating	3	15.78164062500003	0.00096583366	3.901891055107124	41.39748535156253
RBM10	P19_0051_BTR_01	missense	23	8.540625000000016	0.0	5.454625587463389	12.687963867187516
RBM10	P19_0051_BTR_01	truncating	49	91.60000000000016	0.0	65.70754501342785	124.97158203125016
EP300	P19_0051_BTR_01	missense	39	4.100000000000007	0.0	2.907749023437505	5.606347656250007
EP300	P19_0051_BTR_01	truncating	9	6.176562500000012	3.4868717e-05	2.901328926086431	11.52019042968751
ALL_GENES	P19_0051_BTR_01	missense	326	4.159375000000007	0.0	3.625001144409186	4.760571289062508
ALL_GENES	P19_0051_BTR_01	truncating	382	32.76250000000006	0.0	27.952776184082083	38.35209960937506
